QKEY,INTERVIEW_START_W144,INTERVIEW_END_W144,DEVICE_TYPE_W144,LANG_W144,XRAND_FB_IG_W144,SMUSE_a_W144,SMUSE_c_W144,SMUSE_d_W144,SMUSE_i_W144,SMUSE2_a_W144,SMUSE2_c_W144,SMUSE2_d_W144,SMUSE2_i_W144,SOCIALNEWS2_a_W144,SOCIALNEWS2_c_W144,SOCIALNEWS2_d_W144,SOCIALNEWS2_i_W144,DOV_USE4_W144,DOV_ASKFB_W144,DOV_ASKIG_W144,FBWHY_a_W144,FBWHY_b_W144,FBWHY_c_W144,FBWHY_d_W144,FBWHY_e_W144,FBWHY_f_W144,FBWHY_g_W144,FBDEMOCRACY_W144,FBSOURCE_a_W144,FBSOURCE_b_W144,FBSOURCE_c_W144,FBSOURCE_d_W144,FBSOURCE_e_W144,FBTYPE_a_W144,FBTYPE_b_W144,FBTYPE_c_W144,FBTYPE_d_W144,FBACC_W144,FBINFLUENCE_W144,FBELSE_W144,FBWORN_W144,FBHARASS_W144,FBSHARE_W144,FBSHAREPOL_W144,FBWHYSP_a_W144,FBWHYSP_b_W144,FBWHYSP_c_W144,FBWHYSP_d_W144,FBWHYNTSP_a_W144,FBWHYNTSP_b_W144,FBWHYNTSP_c_W144,FBWHYNTSP_d_W144,FBSEEPOL_W144,FBPOLIDEO_W144,FBFREEEXP_W144,IGWHY_a_W144,IGWHY_b_W144,IGWHY_c_W144,IGWHY_d_W144,IGWHY_e_W144,IGWHY_f_W144,IGWHY_g_W144,IGDEMOCRACY_W144,IGSOURCE_a_W144,IGSOURCE_b_W144,IGSOURCE_c_W144,IGSOURCE_d_W144,IGSOURCE_e_W144,IGTYPE_a_W144,IGTYPE_b_W144,IGTYPE_c_W144,IGTYPE_d_W144,IGACC_W144,IGINFLUENCE_W144,IGELSE_W144,IGWORN_W144,IGHARASS_W144,IGSHARE_W144,IGSHAREPOL_W144,IGWHYSP_a_W144,IGWHYSP_b_W144,IGWHYSP_c_W144,IGWHYSP_d_W144,IGWHYNTSP_a_W144,IGWHYNTSP_b_W144,IGWHYNTSP_c_W144,IGWHYNTSP_d_W144,IGSEEPOL_W144,IGPOLIDEO_W144,IGFREEEXP_W144,XTWHY_a_W144,XTWHY_b_W144,XTWHY_c_W144,XTWHY_d_W144,XTWHY_e_W144,XTWHY_f_W144,XTWHY_g_W144,XTDEMOCRACY_W144,XTSOURCE_a_W144,XTSOURCE_b_W144,XTSOURCE_c_W144,XTSOURCE_d_W144,XTSOURCE_e_W144,XTTYPE_a_W144,XTTYPE_b_W144,XTTYPE_c_W144,XTTYPE_d_W144,XTACC_W144,XTINFLUENCE_W144,XTELSE_W144,XTWORN_W144,XTHARASS_W144,XTSHARE_W144,XTSHAREPOL_W144,XTWHYSP_a_W144,XTWHYSP_b_W144,XTWHYSP_c_W144,XTWHYSP_d_W144,XTWHYNTSP_a_W144,XTWHYNTSP_b_W144,XTWHYNTSP_c_W144,XTWHYNTSP_d_W144,XTSEEPOL_W144,XTPOLIDEO_W144,XTFREEEXP_W144,TTWHY_a_W144,TTWHY_b_W144,TTWHY_c_W144,TTWHY_d_W144,TTWHY_e_W144,TTWHY_f_W144,TTWHY_g_W144,TTDEMOCRACY_W144,TTSOURCE_a_W144,TTSOURCE_b_W144,TTSOURCE_c_W144,TTSOURCE_d_W144,TTSOURCE_e_W144,TTTYPE_a_W144,TTTYPE_b_W144,TTTYPE_c_W144,TTTYPE_d_W144,TTACC_W144,TTINFLUENCE_W144,TTELSE_W144,TTWORN_W144,TTHARASS_W144,TTSHARE_W144,TTSHAREPOL_W144,TTWHYSP_a_W144,TTWHYSP_b_W144,TTWHYSP_c_W144,TTWHYSP_d_W144,TTWHYNTSP_a_W144,TTWHYNTSP_b_W144,TTWHYNTSP_c_W144,TTWHYNTSP_d_W144,TTSEEPOL_W144,TTPOLIDEO_W144,TTFREEEXP_W144,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W144,WEIGHT_W144_FB,WEIGHT_W144_IG,WEIGHT_W144_XT,WEIGHT_W144_TT
2.01801E+11,2024-03-19T16:33:37Z,2024-03-19T16:36:12Z,1,1,2,1,2,2,2,4,,,,2,,,,0,1,0,3,3,3,3,1,2,3,3,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,4,2,1,6,2,,1,1,1,1,3,1,2,1,2,2,,2,4,1,3,5,3,1,2,0.33848246033151713,0.33848246033151713,,,
2.01801E+11,2024-03-19T17:06:10Z,2024-03-19T17:11:25Z,2,1,1,1,2,2,2,3,,,,2,,,,0,1,0,99,1,2,2,1,2,2,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,1,3,2,2,,1,1,1,1,1,12,,3,5,3,2,2,4,1,2,5,1,2,1,0.9990794585493968,0.9990794585493968,,,
2.01801E+11,2024-03-19T19:07:15Z,2024-03-19T19:07:52Z,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,1,1,6,2,,1,1,1,1,1,2,2,2,3,1,,1,1,1,9,2,3,1,3,0.3865325266669041,,,,
2.01801E+11,2024-03-20T07:09:42Z,2024-03-20T07:09:58Z,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,1,2,3,2,,1,1,1,1,1,12,,3,6,2,,2,3,1,3,3,2,2,2,0.4750504040408098,,,,
2.01801E+11,2024-03-19T16:55:01Z,2024-03-19T17:01:11Z,2,1,1,1,2,1,2,2,,2,,1,,2,,0,1,1,3,3,3,2,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,5,,,,,1,2,2,2,3,3,1,3,3,3,2,1,1,2,3,,,,,,1,2,1,2,,,,,2,1,5,,,,,1,2,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,8,2,2,1,2,0.4814140464420243,0.4814140464420243,0.4814140464420243,,
2.01801E+11,2024-03-20T05:37:25Z,2024-03-20T05:44:46Z,1,1,2,1,2,1,2,3,,3,,1,,2,,0,1,1,2,3,2,2,1,2,3,3,1,1,2,1,2,1,1,1,1,3,2,1,3,2,1,5,,,,,1,1,1,2,3,2,2,3,3,2,1,1,3,3,3,,,,,,2,2,2,1,,,,,2,1,5,,,,,2,1,2,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,4,2,,1,1,1,1,1,1,2,1,6,2,,2,3,1,9,3,2,1,2,0.6627015255370794,0.6627015255370794,0.6627015255370794,,
2.01801E+11,2024-03-19T16:01:46Z,2024-03-19T16:06:39Z,2,1,2,1,1,2,2,3,6,,,2,2,,,0,1,0,2,2,2,2,2,2,2,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,6,2,2,2,2,0.5110330371378746,0.5110330371378746,,0.5110330371378746,
2.01801E+11,2024-03-19T17:01:37Z,2024-03-19T17:08:27Z,2,1,1,1,2,1,1,2,,2,2,1,,2,2,0,1,1,3,3,3,2,1,1,3,3,2,1,1,1,1,1,1,1,1,3,4,3,3,3,1,5,,,,,3,1,2,1,3,4,1,3,3,3,3,1,2,3,3,,,,,,2,1,1,1,,,,,3,1,5,,,,,3,1,3,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,1,3,,,,,,1,2,1,2,,,,,3,1,5,,,,,3,2,3,3,4,4,1,1,2,3,2,2,2,3,2,2,,1,1,1,1,6,12,,3,5,3,1,1,2,1,1,3,1,2,1,0.47360934266279775,0.47360934266279775,0.47360934266279775,,0.47360934266279775
2.01801E+11,2024-03-20T23:40:58Z,2024-03-20T23:42:47Z,1,1,2,1,2,99,2,2,,,,2,,,,0,1,0,3,3,3,2,1,2,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,3,2,2,3,1,7,3,2,1,2,0.5017426572502441,0.5017426572502441,,,
2.01801E+11,2024-03-19T16:20:02Z,2024-03-19T16:22:47Z,2,1,1,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,2,3,1,3,2,,,,,,1,1,1,1,,,,,3,1,5,,,,,3,3,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,1,1,5,2,,1,1,1,1,3,2,2,2,6,1,,1,1,1,2,1,2,2,2,0.5553303796091156,0.5553303796091156,,,
2.01801E+11,2024-03-19T16:49:41Z,2024-03-19T16:53:15Z,2,1,2,1,2,2,2,3,,,,2,,,,0,1,0,3,3,3,3,1,3,3,2,,,,,,2,2,2,2,,,,,1,1,5,,,,,3,3,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,3,2,2,,1,1,1,1,1,1,1,1,2,4,1,1,2,3,3,3,2,1,1,2.1464858880598565,2.1464858880598565,,,
2.01801E+11,2024-03-19T16:05:01Z,2024-03-19T16:12:48Z,2,1,1,1,2,1,2,2,,2,,1,,2,,0,1,1,2,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,2,3,3,1,1,5,,,,,1,1,1,2,3,3,1,3,3,3,1,1,1,1,3,,,,,,1,2,1,1,,,,,1,1,5,,,,,1,1,1,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,2,2,3,2,2,,1,1,1,1,1,1,1,1,5,3,1,1,1,1,9,2,2,2,2,1.9903069061841054,1.9903069061841054,1.9903069061841054,,
2.01801E+11,2024-03-21T23:28:18Z,2024-03-21T23:34:27Z,2,1,1,1,2,2,2,2,,,,1,,,,0,1,0,2,2,2,3,1,2,3,2,1,1,2,1,1,1,1,1,1,3,1,3,3,1,1,3,1,2,3,1,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,2,2,,1,1,1,1,6,11,,4,5,4,2,2,4,1,1,4,2,2,1,0.8074220570264018,0.8074220570264018,,,
2.01801E+11,2024-03-19T15:36:48Z,2024-03-19T15:59:40Z,1,1,2,1,2,1,2,3,,3,,2,,2,,0,1,1,3,3,3,3,1,2,3,3,,,,,,2,2,1,1,,,,,3,1,5,,,,,1,1,1,2,4,4,1,3,3,3,3,1,3,3,3,,,,,,2,2,1,1,,,,,3,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,2,3,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,2,1,2,2,0.9616929088598978,0.9616929088598978,0.9616929088598978,,
2.01801E+11,2024-03-19T17:49:48Z,2024-03-20T10:19:56Z,1,1,2,1,2,2,2,4,,,,2,,,,0,1,0,3,3,3,3,1,2,2,99,,,,,,1,1,1,2,,,,,2,1,4,2,2,2,2,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,3,2,2,,1,1,1,1,3,2,2,2,4,1,,1,1,1,3,2,2,1,2,0.36508658303849845,0.36508658303849845,,,
2.01801E+11,2024-03-21T21:37:46Z,2024-03-21T21:46:29Z,2,1,2,1,2,1,1,2,,2,5,1,,2,2,0,1,1,2,3,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,3,3,1,3,1,1,5,,,,,3,1,1,1,3,4,2,3,3,2,1,1,1,2,1,,,,,,1,1,1,1,,,,,1,1,5,,,,,3,1,1,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,3,2,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,4,1,1,2,3,2,2,2,2,3,2,,1,1,1,1,1,1,1,1,2,4,2,2,3,1,3,3,2,1,1,0.6569829961281037,0.6569829961281037,0.6569829961281037,,0.6569829961281037
2.01801E+11,2024-03-20T04:01:11Z,2024-03-20T04:06:36Z,2,1,2,1,2,1,2,1,,6,,2,,2,,0,1,1,3,3,3,1,1,3,3,3,,,,,,1,1,1,1,,,,,2,1,5,,,,,3,3,2,3,3,1,2,3,3,3,1,3,3,3,3,,,,,,2,2,2,2,,,,,3,1,5,,,,,3,3,2,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,3,2,2,,1,1,1,1,3,1,2,1,6,3,2,2,4,1,5,4,1,2,2,0.7540389542033796,0.7540389542033796,0.7540389542033796,,
2.01801E+11,2024-03-19T16:05:42Z,2024-03-19T16:08:36Z,2,1,1,1,2,1,2,3,,6,,2,,2,,0,1,1,3,3,3,3,1,3,3,3,,,,,,1,1,2,2,,,,,2,2,,,,,,,,,,5,,1,3,3,3,2,1,2,2,3,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,2,2,4,2,,1,1,1,1,6,1,1,1,5,3,2,2,3,1,3,3,2,2,2,0.47560820467129156,0.47560820467129156,0.47560820467129156,,
2.01801E+11,2024-03-21T11:39:11Z,2024-03-21T11:43:34Z,2,1,2,1,2,2,2,4,,,,2,,,,0,1,0,3,3,3,3,1,2,3,3,,,,,,2,2,1,2,,,,,3,1,5,,,,,3,2,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,2,1,5,2,,1,1,1,1,6,1,1,1,4,1,,1,1,1,1,1,4,2,1,0.439590044,0.439590044,,,
2.01801E+11,2024-03-20T09:43:55Z,2024-03-20T09:49:44Z,2,1,2,1,1,1,1,2,6,4,5,1,2,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,,,,,,1,1,1,2,,,,,2,1,5,,,,,2,3,2,2,4,1,1,2,3,3,3,3,3,3,1,,,,,,1,1,1,1,,,,,2,1,4,1,1,2,1,,,,,3,2,1,2,3,3,1,3,2,2,1,,,,,,1,2,1,1,,,,,3,1,5,,,,,2,3,2,3,4,2,1,1,2,3,3,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,4,2,1,2,2,0.7621660374312094,,1.5243320748624187,0.7621660374312094,0.7621660374312094
2.01801E+11,2024-03-20T08:22:49Z,2024-03-20T08:28:58Z,1,1,1,1,2,2,1,2,,,3,2,,,2,0,1,0,3,3,2,3,1,2,3,3,,,,,,2,1,1,1,,,,,2,1,5,,,,,1,1,1,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,2,3,3,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,4,4,1,1,2,3,2,2,2,1,6,2,,1,1,1,1,1,2,2,2,2,2,,2,4,1,7,4,1,2,2,0.8466842106061143,0.8466842106061143,,,0.8466842106061143
2.01801E+11,2024-03-19T16:31:31Z,2024-03-19T16:31:51Z,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,1,1,6,2,,1,1,1,1,1,2,2,2,5,3,1,1,2,1,8,3,2,2,2,0.5418344831511539,,,,
2.01801E+11,2024-03-21T15:56:30Z,2024-03-21T16:01:05Z,2,1,1,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,2,2,3,2,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,2,2,3,2,,1,1,1,1,5,1,1,1,2,1,,1,1,1,2,1,3,1,2,0.43682677722808516,0.43682677722808516,,,
2.01801E+11,2024-03-21T19:27:45Z,2024-03-21T19:33:32Z,2,1,2,1,2,2,1,2,,,4,2,,,2,0,1,0,3,3,3,1,1,2,3,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,3,3,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,1,3,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,3,3,3,4,4,1,1,2,3,3,2,2,1,6,2,,1,1,1,1,1,2,2,2,3,2,,2,4,1,9,5,1,1,2,0.3491433152087971,0.3491433152087971,,,0.3491433152087971
2.01801E+11,2024-03-21T12:09:24Z,2024-03-21T12:14:05Z,1,1,1,1,2,2,2,6,,,,1,,,,0,1,0,3,3,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,,,,,,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,2,2,4,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,0.44918142692330165,0.44918142692330165,,,
2.01801E+11,2024-03-21T11:32:02Z,2024-03-21T11:39:31Z,2,1,1,1,1,1,1,1,6,3,2,2,2,2,2,1,1,0,3,3,1,1,1,1,3,2,,,,,,1,1,1,1,,,,,2,1,4,3,3,3,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,3,1,3,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,1,2,1,3,3,2,1,1,2,3,2,,,,,,1,2,1,2,,,,,2,1,5,,,,,3,1,1,3,4,1,1,1,2,3,3,3,2,2,3,1,1,1,1,3,1,1,11,,4,6,1,,1,2,1,7,3,1,2,2,0.6613182854992289,1.3226365709984578,,0.6613182854992289,0.6613182854992289
2.01801E+11,2024-03-20T12:24:09Z,2024-03-20T12:32:12Z,1,1,2,1,2,2,1,2,,,3,2,,,2,0,1,0,3,3,3,1,1,2,3,3,,,,,,1,1,1,2,,,,,1,1,5,,,,,3,3,1,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,2,3,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,5,,1,1,2,3,2,3,2,3,2,2,,1,1,1,1,6,12,,3,6,4,1,1,2,1,1,3,2,2,1,0.8284905077147009,0.8284905077147009,,,0.8284905077147009
2.01801E+11,2024-03-21T11:20:15Z,2024-03-21T11:28:49Z,2,1,2,1,2,1,2,2,,6,,2,,2,,0,1,1,3,3,3,2,1,1,3,2,,,,,,1,1,1,2,,,,,1,1,5,,,,,1,1,1,3,3,1,2,3,3,3,2,1,2,3,2,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,2,3,1,2,,1,1,1,1,5,2,2,2,5,2,,2,3,1,2,3,2,1,2,1.2814086620892686,1.2814086620892686,1.2814086620892686,,
2.01801E+11,2024-03-21T22:39:57Z,2024-03-21T22:40:38Z,3,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,1,2,3,2,,1,1,1,1,1,1,2,1,2,2,,2,4,1,3,4,2,1,2,0.36056647325995134,,,,
2.01801E+11,2024-03-20T12:48:03Z,2024-03-20T12:53:40Z,1,1,2,1,2,2,2,2,,,,2,,,,0,1,0,2,2,3,2,1,2,2,99,,,,,,1,1,1,2,,,,,2,1,5,,,,,3,3,99,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,1,3,2,2,,1,1,1,1,5,12,,3,6,2,,2,4,1,3,4,2,2,2,1.5378240672884187,1.5378240672884187,,,
2.01801E+11,2024-03-19T18:25:36Z,2024-03-19T18:27:30Z,1,1,2,2,2,1,2,,,4,,,,2,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,2,3,3,,,,,,2,2,2,2,,,,,1,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,2,1,1,6,2,,1,1,1,1,6,2,2,2,4,3,2,2,3,1,9,3,2,2,3,0.6854380661519155,,0.6854380661519155,,
2.01801E+11,2024-03-23T15:03:22Z,2024-03-23T15:07:15Z,2,1,1,1,2,1,2,5,,5,,2,,2,,0,1,1,3,3,3,3,1,3,3,2,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,3,4,1,3,3,3,1,2,3,3,2,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,2,2,4,2,,4,1,1,4,1,1,1,1,2,1,,1,1,1,5,2,2,1,2,1.2076883515121866,1.2076883515121866,1.2076883515121866,,
2.01801E+11,2024-03-19T18:30:08Z,2024-03-19T18:32:45Z,2,1,2,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,2,1,1,3,2,,,,,,1,1,1,1,,,,,1,1,4,3,3,3,3,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,2,4,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,9,2,1,1,3,0.5109119263565187,0.5109119263565187,,,
2.01801E+11,2024-03-19T18:23:34Z,2024-03-19T18:29:15Z,2,1,1,1,2,1,2,5,,6,,2,,2,,0,1,1,3,3,3,2,1,3,2,3,,,,,,2,1,1,1,,,,,2,2,,,,,,,,,,4,3,1,3,3,3,3,2,3,3,1,,,,,,2,2,1,2,,,,,3,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,1,99,1,1,2,1,9,3,2,1,3,0.4076659351128968,0.4076659351128968,0.4076659351128968,,
2.01801E+11,2024-03-20T15:10:30Z,2024-03-20T15:17:24Z,1,1,1,1,1,1,2,5,4,5,,2,2,2,,0,1,1,3,3,2,2,1,1,2,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,3,3,1,3,3,2,2,1,2,2,3,,,,,,1,1,1,2,,,,,3,2,,,,,,,,,,4,3,1,2,2,2,2,1,2,2,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,1,1,5,2,,1,4,4,1,1,1,1,1,3,3,1,1,1,2,5,2,2,1,2,0.585809405,0.585809405,0.585809405,0.585809405,
2.01801E+11,2024-03-23T00:34:57Z,2024-03-23T00:40:34Z,2,1,2,1,1,1,2,3,6,5,,2,2,2,,0,1,1,3,3,2,1,1,1,2,3,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,1,1,3,3,4,1,3,3,2,1,2,1,2,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,5,,1,3,3,3,2,2,2,3,3,,,,,,2,2,2,1,,,,,3,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,1,5,1,1,1,5,3,1,1,1,2,1,5,3,2,2,3,1,8,3,2,2,2,0.79517053,0.79517053,0.79517053,0.79517053,
